Product URL,Product Name,Product Price,Rating,Number of reviews,Description,ASIN,Product Dimensions,Manufacturer
https://amazon.in/Fur-Jaden-Camping-Rucksack-Backpack/dp/B07PMWMN19/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1692657165&sprefix=ba%2Caps%2C283&sr=8-80,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,₹249,3.6 out of 5 stars,"7,975 ratings","   Ideal For - Men, Women and Children of all age groups. Can be used for Hiking, Trekking or as a Casual Backpack for Daily Commute    Small Size - Please note that this is a small sized backpack. Request you to see Mannequin Image to understand product size before ordering.    Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H X W)    The backpack features a sleek and ergonomic design with a balanced weight distribution. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.    Warranty - 6 Month Warranty Against Manufacturing Defects. 10 Days No Questions Asked Return Policy    
",B07PMWMN19,23 x 10 x 39 cm; 200 Grams,Fur Jaden
https://amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1692657165&sprefix=ba%2Caps%2C283&sr=8-81,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,₹969,4.4 out of 5 stars,"3,350 ratings","   Care Instructions: Hand Wash Only    Outer material: Synthetic, color: navy; Waterproof    Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: Yes, laptop size: 16strap type: adjustable    Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .    
",B07G4HH78P,48 x 33 x 18 cm; 600 Grams,Gear Merchandise PVT LTD
https://amazon.in/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1692657165&sprefix=ba%2Caps%2C283&sr=8-82,Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (25x16x7.5cm) (Dark Grey),₹395,4.1 out of 5 stars,"8,660 ratings","   Messenger Sling Bag Dimensions – Length (Horizontal distance) - 16cm, Height - 25cm, Width - 7.5cm. small capacity but perfectly fits up to 9"" Tablet.    Material: Made of Nylon Polyester Material with zipper. Its padded storage is resistant to water, dirt, so you don’t have to worry about anything.    Crossbody bag Structure: A total of 4 pockets (3 zipped pockets, 1 external side pockets without zipper), adjustable shoulder strap.    IDEAL APPLICATION: Use this Sling bag as a one side bag, messenger Sling bag, shoulder Sling bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use    Disclaimer: To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.(Please Note - This Sling Bag is Small)    
",B07PFF4RYC,33 x 6.5 x 27 cm; 250 Grams,SaiTech IT Private Limited
https://amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692657165&sprefix=ba%2Caps%2C283&sr=8-83,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",₹512,3.9 out of 5 stars,710 ratings,"   ✔ PERFECT SIZE & STORAGE SPACE: One separate laptop compartment hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop and Tablet. And spacious packing compartment roomy for daily necessities, iPad, charger, binders, books, clothes, stationary, college supplies, notebook, electronic accessories etc. Front pocket keep your wallet, phone, key, mobile etc. Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.    ✔ COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    ✔ COMPACT AND EASY TO CARRY: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    ✔ MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    ✔ MADE IN INDIA: Bennett Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Bennett casual laptop backpack comes with 6 month warranty.    
› See more product details ",,,
https://amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692657165&sprefix=ba%2Caps%2C283&sr=8-84,American Tourister Casual Backpack,"₹1,249",4.2 out of 5 stars,"4,094 ratings","   Laptop Compatibility: No, Strap Type: Adjustable    Mesh Padding on back & shoulder strap to provide comfort & better back support    
",American Tourister,No,18 April 2018
https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MDU2NDk2NTk0NzM1OTc6MTY5MjY1NzE2NTpzcF9idGY6MjAxNjE5OTcyMzA1OTg6OjA6Og&url=%2FSPENZ-BAGS-Backpack-Raincover-Dark-Blue%2Fdp%2FB0C3RJP6ZM%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657165%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",₹845,4.0 out of 5 stars,161 ratings,"   Care Instructions: Hand Wash Only    LARGE CAPACITY & MANY POCKETS: This backpack has two main compartment pockets. One separate laptop compartment holds 15.6 Inch Laptop as well as 15 Inch, 14 Inch and 13 Inch Mac book or Laptop. The other one packing compartment is roomy for daily necessities and tech electronics accessories. Front compartment with zipper pocket and 2 elastic mesh side pockets.Make your items organized and easier to find.    COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.    HIGH QUALITY MATERIAL: Our backpack made of waterproof and quality Polyester fabric with metal zippers. Lightweight and sturdy, ensure a secure & long-lasting usage every day. Perfects for weekend getaways, shopping, office work, business traveling and other outdoor activities. Also, it is a perfect student’s backpack for women, men, teens, boys and girls.    LAPTOP PROTECTION: Separate laptop compartment with foam padded of this back pack offers the optimal protection for your 15.6 inch laptop. Mesh pockets for mouse, adapter, charging cord and other electronics. Take the worry out of your work and study.    IDEAL GIFT: This fashionable backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.    
",B0C3RJP6ZM,27 x 12 x 40 cm; 680 Grams,Spenz Bags
https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MDU2NDk2NTk0NzM1OTc6MTY5MjY1NzE2NTpzcF9idGY6MjAwOTc2MTIyMzE2OTg6OjA6Og&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657165%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)","₹1,200",4.4 out of 5 stars,35 ratings,"   Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    
",B0B9T4YDPX,14.5 x 30.3 x 43 cm; 350 Grams,Acefour Accessories Pvt. Ltd.
https://amazon.in/sspa/click?ie=UTF8&spc=MTo3Mjg5NDMwNzExMzI0NTk3OjE2OTI2NTcyODE6c3BfYXRmX25leHQ6MjAxMjA5MjA5MDU3OTg6OjA6Og&url=%2FNORTH-ZONE-Waterproof-Backpack-Dimensions%2Fdp%2FB0BS6QM2GD%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹630,4.0 out of 5 stars,590 ratings,"   Care Instructions: Machine Wash    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.    
",B0BS6QM2GD,48 x 32 x 15 cm; 1 Kilograms,SHABA BAGS
https://amazon.in/sspa/click?ie=UTF8&spc=MTo3Mjg5NDMwNzExMzI0NTk3OjE2OTI2NTcyODE6c3BfYXRmX25leHQ6MzAwMDE2MTc4OTgyNTMyOjowOjo&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GWK9HR%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,₹899,4.0 out of 5 stars,7 ratings,"   Dimensions and Capacity]: (48 Cm X 33 Cm X 28 CM) 28 Liters. Compatible upto 16 Inches Laptop.    Easy Access Pockets: A sleek anti-theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organized.    Two Large Compartment: It comes with two large compartments with separate padded laptop compartment with elastic bands to hold the laptop.    Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this backpack a suitable alternative to bulky and unsightly laptop backpacks    Waterproof Fabric: The backpack comes with a superior waterproof fabric which helps in keeping your laptop and other important stuff safe from rain    
",Sports-Classic-Blk/blu,33 x 33 x 48 cm; 500 Grams,B0C4GWK9HR
https://amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-83,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹630,4.0 out of 5 stars,590 ratings,"   Care Instructions: Machine Wash    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.    
",B0BS6QM2GD,48 x 32 x 15 cm; 1 Kilograms,SHABA BAGS
https://amazon.in/Waterproof-Backpack-Students-adjustable-Compartment/dp/B09V5HRYR7/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-84,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,₹699,3.8 out of 5 stars,"3,136 ratings","   Care Instructions: Hand Wash Only    It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc<br> <br>    Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.<br> <br>    This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.<br> <br>    Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.; Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo<br>; Age Range Description: Adult; Compartment Description: Greater Than 17 Inches; Closure Type: Zipper<br> <br>    Special Features: Magazine Holder; Pattern Name: Solid <br>    
",B09V5HRYR7,22 x 7 x 35 cm; 426 Grams,Capriff
https://amazon.in/Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-85,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,"₹1,099",4.1 out of 5 stars,"1,515 ratings","   Lavie Odiase hand bag is perfect for the ladies on the go. It is durable, lightweight, and available in multiple trendy colors. Made from premium man-made leather, this hand bag has the latest pebble texture and gold detailing to help you stand out from the crowd.    Odiase hand bag has a top zip closure to keep your essentials in place. The bag has 2 main compartments, 2 slip pockets alongside 1 zip pocket in each compartment, providing plenty space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It has thin dual shoulder straps and an adjustable sling belt for multipurpose use.    This hand bag is perfect for women to carry to work or a day party. It can be paired with high waist jeans and a statement top as well as with a ruffled dress. This spacious bag makes a great gift for women who love to accessorize.    Made from high-quality, soft materials, this handbag features a well-stitched inner lining for easy accessibility and storage. Plus, with its clean and trendy design, it's perfect for everyday use    Dimension: 22 cm in length x 10 cm in width x 12 cm in height    
",B08SW9RJ75,22 x 10 x 12 cm; 800 Grams,Bagzone Lifestyle Pvt Ltd
https://amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-86,"Lenovo 15.6"" Casual Backpack B210","₹1,019",4.1 out of 5 stars,"19,161 ratings","   Care Instructions: Hand Wash Only    Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    There might be minor color variation between actual product and image shown on screen due to lighting on the photography    
   In the Box : 15.6-inch Backpack Country of Origin: China   Show More  ","Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157",No,23 February 2018
https://amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-87,Lenovo 15.6-inch Casual Laptop Briefcase T210,₹979,4.2 out of 5 stars,"20,844 ratings","   “COMPATIBLE WITH 15.6 INCH LAPTOP”: This organizer briefcase dimension fits up to 15.6 inch laptop. Dimensions: 40cm x 5.5cm x 30cm; Weight: 435g.    “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This toploader features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    “INTEGRATED LUGGAGE STRAP FOR MORE CONVENIENT TRAVEL”:A fully adjustable shoulder straps make it comfortable for all-day use.    “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick-access pocket ensure convenient access    ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for college, school, travel and outdoor activities, daily commuters and all types of travelers who just looking for compact but stylish bag. Multiple colors for choice    Warranty NA    “IN-THE-BOX”: 15.6-inch Briefcase    Country of Origin: China    
",2 April 2018,1 A batteries required.,24.89 x 2.03 x 36.07 cm; 340.19 Grams
https://amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-88,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green","₹1,646",4.3 out of 5 stars,278 ratings,"   Care Instructions: Hand Wash Only    Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.    Padded shoulder straps enable comfort even when the bag is at max load, plus a mesh padded back panel to support and keep you cool and comfortable even on extended use.    Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.    Recharge your notebook and devices while you work or while they're connected to the bank inside your bag; or use the bank as a backup battery.    Rest easy with one-year limited warranty from the manufacturer.    
",B08CY1XYFL,14 x 30.51 x 46 cm; 550 Grams,Korrun India Pvt. Ltd.
https://amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-89,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,₹849,3.9 out of 5 stars,"1,399 ratings","   Care Instructions: Hand Wash Only    Start your day with confidence knowing you have a reliable companion to carry your laptop and personal belongings. Introducing the Lavie Sport Chairman laptop backpack, a versatile and spacious option for the modern-day commuter. Equipped with a padded laptop compartment that fits up to 14"" laptops, you can be sure your device is well-protected on the go    Featuring a pass-through trolley handle on the back panel, you can easily secure your backpack to your luggage while navigating the airport or train station. The front pocket is thoughtfully designed with multiple zippered organizers for your keys, pens, cell phone, and power bank, keeping your essentials within reach    Built with water-resistant polyester fabric and synthetic leather, this backpack can withstand unexpected showers or spills. Plus, the mesh padded shoulder straps ensure comfort and ease of use, even on long days    Convenience is key, and this backpack delivers with a fabric pocket on one side panel for holding a water bottle or compact umbrella. With external dimensions of length 30cm, width 16cm, and height 43cm, this backpack has a capacity of 24 litres    Trust in the durability of this backpack and rest easy knowing it comes with a manufacturer warranty of 12 months. The Lavie Sport Chairman laptop backpack - a reliable choice for the daily commuter    
",B09YCSCRBW,16 x 30 x 43 cm; 570 Grams,Bagzone Lifestyle Pvt Ltd
https://amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-90,Gear Casual Backpack,₹399,3.8 out of 5 stars,"2,245 ratings","   Care Instructions: Wipe with Damp Cloth    Outer Material: Polyester, Color: Black Grey    Water Resistance: Water resistant    Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket    
",Gear,No,30 August 2017
https://amazon.in/sspa/click?ie=UTF8&spc=MTo3Mjg5NDMwNzExMzI0NTk3OjE2OTI2NTcyODE6c3BfbXRmOjMwMDAzNzQ0MDU2OTEzMjo6MDo6&url=%2FCapriff-Waterproof-Backpack-Adjustable-Compartment%2Fdp%2FB09YRT2F7Q%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Capriff Men's 35 L Casual Waterproof Laptop Backpack with Rain Cover & Adjustable Strap with 2 Compartment, Teal",₹699,3.8 out of 5 stars,177 ratings,"   Care Instructions: Hand Wash Only    COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.<br> <br>    ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.<br> <br>    Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.<br> <br>    Age Range Description: Adult; Closure Type: Zipper <br>    
",B09YRT2F7Q,47.9 x 34.5 x 8 cm; 610 Grams,Capriff
https://amazon.in/sspa/click?ie=UTF8&spc=MTo3Mjg5NDMwNzExMzI0NTk3OjE2OTI2NTcyODE6c3BfbXRmOjMwMDAyMzk4NjgyNzgzMjo6MDo6&url=%2FBackpack-Fashion-Jacquard-Drawstring-Polyester%2Fdp%2FB0CB5Y34FN%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692657281%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,PALAY® Women Backpack Bag Fashion Jacquard Print Backpack Travel Drawstring Backpack Premium Polyester Backpack Large Travel Bag School Bag Travel Backpack Book Bag,₹999,,,"   STYLISH JACQUARD PRINT BACKPACK: This women's backpack stands out with its beautiful jacquard vintage print and patterns, offering a fashionable accessory for any occasion. The vibrant colors and unique patterns add a touch of sophistication to your look.    DURABLE CONSTRUCTION: Crafted from premium Polyester material, this backpack is built to last. The sturdy construction ensures that it can withstand daily wear and tear, and with its fine stitchings, you can trust that this backpack will stay in great condition even after extended use, this bag making it a reliable bag for everyday use.    SPACIOUS AND VERSATILE: The measured size of this daily backpack is 40cm x 30cm x 15cm. Designed with practical capacity, this backpack featuring both large and small compartments allows you to conveniently carry all your daily essentials. From textbooks and notebooks to laptops up to 15.6 inches, this bag has ample space to accommodate your belongings. In addition, there are two small pockets on the front for easy access to smaller items like your phone or keys.    CONVENIENT CLOSURE: The bag features a drawstring closure, allowing for quick and easy access to your belongings. The drawstring closure ensures that your items are secure, preventing them from falling out of the backpack. Additionally, the leather flip cover on the closure not only enhances the bag's functionality but also adds a stylish touch to its design.    IDEAL FOR VARIOUS OCCASIONS: Whether you're traveling, going to work, or attending school, this backpack is perfect for all occasions. Its versatility allows you to effortlessly transition from one setting to another without compromising on style or functionality. Moreover, the beautiful design and practicality of this backpack make it an excellent gift choice for anyone in your life.    
",B0CB5Y34FN,40 x 30 x 15 cm; 380 Grams,PALAY
https://amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-93,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",₹399,4.2 out of 5 stars,115 ratings,"   Care Instructions: Hand Wash Only    The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.    MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex    LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.    NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.    The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.    The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.    
",B0C2D3YR7T,8 x 32 x 42 cm; 330 Grams,‎Tabelito Trade India
https://amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1692657281&sprefix=ba%2Caps%2C283&sr=8-94,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,₹499,3.9 out of 5 stars,"4,122 ratings","   Care Instructions: Wipe with Damp Cloth    Care Instructions: Wipe with Damp Cloth    Dimensions: 12 inch x 8 inch x 17.5 inch ; Capacity: 35 Ltrs; Number of Compartments: 3 Compartments; Material: Polyester; Water Resistance Level: Water Resistant    
",B07MXL986B,30.5 x 20.3 x 45.7 cm; 533 Grams,ADISA
